Time (s),      MJD UTC     ,      ECI X (km)    ,      ECI Y (km)    ,      ECI Z (km)    ,      ECI U (km/s)    ,      ECI V (km/s)    ,      ECI W (km/s)    ,  Semi-Major Axis (km),      Eccentricity     ,    Inclination (rad)  ,  Arg of Perigee (rad) ,       RAAN (rad)      ,   True Anomaly (rad)  ,  Latitude (rad)   ,  Longitude (rad)  ,   Altitude (km)    ,  Rho:10E-9 kg/m^3 
  122400, 58282.41838368667,   3563.886953963880,   5015.627788524676,   2808.247961880631, -5.621046699746154767,  1.129888652510217336,  5.109054701974952514,  6768.104352708950994, 0.00077347553120458285, 0.90163520761675639687, 1.02785524071901114291, 0.58371051256744632181, 5.81319230287214562102,  0.431567205808711,  0.045169212010527, 389.016213013860579,  0.000000000000000
  126000, 58282.46005035334,   1899.732295500727,  -3767.033453742884,  -5298.196168317681,  6.571608653460649698,  3.929187685718742731, -0.433895693249879326,  6768.104184813339548, 0.00077342955619363294, 0.90163517505138706320, 1.02786080417250679083, 0.58371046426928332415, 3.61198007639770741432, -0.900565863970377, -2.272789576156664, 407.725393569231130,  0.000000000000000
  129600, 58282.50171702000,  -5807.979548435835,   -592.259179426550,   3422.374256451910, -2.128698469037376921, -5.764589148268891633, -4.598532538551394207,  6768.103932154905210, 0.00077344162376012665, 0.90163515327058842765, 1.02786856409277800074, 0.58371042546685845747, 1.41299578108763101275,  0.531229025234699,  1.809540751180849, 394.595875863164736,  0.000000000000000
  133200, 58282.54338368667,   4943.527263359413,   4445.982670254042,   1245.858908927648, -4.059258985248784210,  2.866876404785803189,  5.853335247087531953,  6768.104251092093861, 0.00077345342463935632, 0.90163512033872211934, 1.02785094511763422105, 0.58371039634661502939, 5.49236638255599315039,  0.187679987444963, -0.963380572444471, 387.022466550557169,  0.000000000000000
  136800, 58282.58505035334,    -22.321608114067,  -4667.211967763895,  -4908.558972829366,  6.914869924687281604,  2.387157491278911598, -2.300002266652637009,  6768.104322861317619, 0.00077340815570655324, 0.90163508273777638662, 1.02786861235401997009, 0.58371034969034646422, 3.29201064129659045840, -0.813714640322602,  2.750879206149741, 406.397586160748801,  0.000000000000000
  140400, 58282.62671702000,  -4920.860964114162,   1039.202556214936,   4525.456848813271, -4.096029540572054550, -5.682597908582312629, -3.141113168547446921,  6768.103967978451515, 0.00077343282291719994, 0.90163505909143899461, 1.02787778486949415025, 0.58371030177234369153, 1.09240074752835664683,  0.734115897851003,  0.712665283554408, 397.109265367115313,  0.000000000000000
  144000, 58282.66838368667,   5819.115306593304,   3422.998898879754,   -443.577684266818, -2.084494665297967837,  4.310733810803757956,  6.000572234426040715,  6768.104107139241718, 0.00077343567604177802, 0.90163503155085031630, 1.02786957388666681259, 0.58371027059906436190, 5.17162965141327318937, -0.064512791785493, -1.951951240280391, 387.731656801954330,  0.000000000000000
  147600, 58282.71005035334,  -1942.112322063297,  -5093.336177588261,  -4020.351612678520,  6.555751813066045251,  0.602831021655466650, -3.932295539725443253,  6768.104385415664177, 0.00077340060359515384, 0.90163499185600690729, 1.02789343959127336731, 0.58371022864534972876, 2.97204770842598622665, -0.639092803516706,  1.603199280216498, 402.695631909850022,  0.000000000000000
  151200, 58282.75171702000,  -3532.281180929621,   2564.743682810296,   5167.350556294475, -5.647083241402261245, -5.021276848545388567, -1.362555168949457821,  6768.104090619553559, 0.00077343835378000636, 0.90163496330381635716, 1.02789893013386357014, 0.58371017415499173975, 0.77165382800937670196,  0.871015071210280, -0.493883756892446, 398.685839994794094,  0.000000000000000
  154800, 58282.79338368667,   6101.720255103035,   2051.184544822123,  -2087.830938555182,  0.101332764474851421,  5.314523499481201406,  5.536442117244738239,  6768.103989494152031, 0.00077343421785780965, 0.90163494029897236473, 1.02789379198899721727, 0.58371013625515140487, 4.85102861022513883729, -0.313821228349210, -2.947058549334898, 391.262703843437350,  0.000000000000000
  158400, 58282.83505035334,  -3664.635063962958,  -5002.118655643203,  -2723.791209908339,  5.530641636021812099, -1.242950550735364059, -5.165336793407956014,  6768.104347487595112, 0.00077341319002620155, 0.90163490247402444222, 1.02791442074820356444, 0.58371009918786371498, 2.65206208947130723489, -0.417237907940312,  0.547064253912977, 398.074526634946778,  0.000000000000000
  162000, 58282.87671702000,  -1783.537674935912,   3828.752175005205,   5282.340039600323, -6.622974074512908085, -3.847499690185642037,  0.555869194301456304,  6768.104246483671296, 0.00077345820156320787, 0.90163486786657055940, 1.02790994536281137656, 0.58371004278919098255, 0.45080702726221179169,  0.898598828802284, -1.787478770555025, 398.306435604951787,  0.000000000000000
  165600, 58282.91838368667,   5762.968802990786,    470.473164485880,  -3519.493587104478,  2.275277362432818781,  5.776596282729676810,  4.509058446118054740,  6768.103954087906173, 0.00077344464244396145, 0.90163484638441714287, 1.02790200341667506466, 0.58370999519322323601, 4.53059956572616761130, -0.547828485836874,  2.305822669116493, 396.676663142757207,  0.000000000000000
  169200, 58282.96005035334,  -5014.836560625326,  -4402.707272821241,  -1150.513203417342,  3.943175724199520912, -2.963055842677085514, -5.873912690171232348,  6768.104229861986962, 0.00077343546862236368, 0.90163481375520639028, 1.02791371269398474080, 0.58370996003754900929, 2.33202424364876753833, -0.173103250862229, -0.458937267739464, 394.205558209367496,  0.000000000000000
  172800, 58283.00171702000,    147.134661484229,   4702.183494337378,   4858.479178983066, -6.923481149109436746, -2.280819802616857674,  2.418188370422212256,  6768.104366988645380, 0.00077347758763464414, 0.90163477453438751948, 1.02789848297217605532, 0.58370990655321710103, 0.12991392896069339595,  0.804679625031735, -3.042401684924243, 395.838277149982503,  0.000000000000000
  176400, 58283.04338368667,   4837.776064762681,  -1158.133252886797,  -4593.032221180620,  4.216225246789168356,  5.650724682302145993,  3.023730221712998125,  6768.104018667599521, 0.00077345116370049740, 0.90163475067799515178, 1.02788833472643213285, 0.58370984944202095973, 4.21034719575847850726, -0.746973403180372,  1.202303528962626, 402.311939863333237,  0.000000000000000
  180000, 58283.08505035334,  -5855.316438602900,  -3355.808497366274,    539.688644218630,  1.953973699691474342, -4.382808553106770814, -5.985658711794528403,  6768.104089397886666, 0.00077344988973131754, 0.90163472445361362445, 1.02789305635085688104, 0.58370981120783283559, 2.01189249535675761141,  0.078776404480072, -1.446833030553252, 392.330054949340990,  0.000000000000000
  183600, 58283.12671702000,   2062.791912227523,   5095.843580106477,   3938.902866492059, -6.517599266121333914, -0.481275634434989572,  4.033949679165609149,  6768.104400327369010, 0.00077348051141206354, 0.90163468422013963541, 1.02787363385319703677, 0.58370976346504940011, 6.09219905443743022736,  0.625337276417883,  2.099236692319306, 392.116582987042420,  0.000000000000000
  187200, 58283.16838368667,   3420.620602486734,  -2668.987531704319,  -5199.518733829354,  5.727325210685733665,  4.950486444316045640,  1.231956122602394172,  6768.104155230996541, 0.00077344216395126967, 0.90163465496471800113, 1.02786765032254941805, 0.58370970028274845519, 3.89023971148607557603, -0.877099048095927, -0.011944118644252, 406.401320838570030,  0.000000000000000
  190800, 58283.21005035334,  -6100.294162386168,  -1967.631676306732,   2174.983977204933, -0.235322986548264508, -5.357598187263961891, -5.488516563476508058,  6768.103992894919904, 0.00077344778563696408, 0.90163463363045243234, 1.02787206338638463564, 0.58370965409934125819, 1.69161879781750330094,  0.327382596882246, -2.442913115402867, 392.789397619247836,  0.000000000000000
  194400, 58283.25171702000,   3767.989310023212,   4969.579557259518,   2617.441698603540, -5.446860272927332277,  1.367119812456785078,  5.237952995800948798,  6768.104335288248242, 0.00077346456382380461, 0.90163459670754787366, 1.02785734180520818082, 0.58370961155856666245, 5.77132025507828409338,  0.400676948668073,  1.047005729643807, 388.633697149582531,  0.000000000000000
  198000, 58283.29338368667,   1655.810414401590,  -3908.602019477586,  -5277.576881820730,  6.655734590546194520,  3.747580007966211477, -0.684112439141338636,  6768.104303516706297, 0.00077342156834681041, 0.90163456136488146782, 1.02786118136136657658, 0.58370954765857079928, 3.57022499454151782169, -0.895788627368466, -1.306253474490295, 407.720815935297878,  0.000000000000000
  201600, 58283.33505035334,  -5724.428014530008,   -379.221795558211,   3588.905597809429, -2.402236895088156357, -5.787631573968732641, -4.432231296589063755,  6768.103986481981804, 0.00077343679827625356, 0.90163454127605767430, 1.02786990463339465425, 0.58370949098115756731, 1.37116995934256622825,  0.560097013680961,  2.806962304179613, 394.926174549857933,  0.000000000000000
  205200, 58283.37671702000,   5088.848535256982,   4336.398327255995,   1028.983566972230, -3.821020230699211527,  3.075437527150083991,  5.907352884272408145,  6768.104205961825432, 0.00077344305658809342, 0.90163451086846066506, 1.02786375322408920227, 0.58370944981733580517, 5.45049601786552522561,  0.154989843951274,  0.042711326126727, 386.948221816544446,  0.000000000000000
  208800, 58283.41838368667,   -277.223483803239,  -4751.147399682339,  -4819.486109213836,  6.907787308130319105,  2.164362647322898174, -2.530113540901558982,  6768.104398972558286, 0.00077340544392268170, 0.90163447157431860109, 1.02787650704604336999, 0.58370939017646058481, 3.25025377350134009324, -0.794913283509971, -2.553013390643259, 406.024054311371401,  0.000000000000000
  212400, 58283.46005035334,  -4765.554418233895,   1247.790709091152,   4637.292814028263, -4.325945243939888709, -5.628312486093874885, -2.923629844672464821,  6768.104074608812754, 0.00077343292146032407, 0.90163444854432490462, 1.02788759278011228770, 0.58370932405979314629, 1.05054683516480776859,  0.756638392879761,  1.697659276809067, 397.396926286339806,  0.000000000000000
  216000, 58283.50171702000,   5890.873087811812,   3261.081412102013,   -664.402171121981, -1.806585445771328133,  4.469368471858468797,  5.974274284944486614,  6768.104075307034730, 0.00077343259897599626, 0.90163442530935215791, 1.02788609387508325242, 0.58370927873440332979, 5.12977249922787859439, -0.097441148929238, -0.945248881210452, 388.042515756552802,  0.000000000000000
  219600, 58283.54338368667,  -2182.102819680503,  -5111.117917273053,  -3871.878262308215,  6.458194621323019174,  0.361434483607236339, -4.118985514603706894,  6768.104402178769295, 0.00077340718549963012, 0.90163438625982430771, 1.02790062581734749868, 0.58370922572772488589, 2.93029077549032253226, -0.612136205866644,  2.596755584327825, 402.108432978653923,  0.000000000000000
  223200, 58283.58505035334,  -3321.005690789865,   2747.615524679818,   5213.055097016317, -5.809849379664870386, -4.895106161502296130, -1.116026005032276685,  6768.104218370403173, 0.00077344479871065827, 0.90163435746736326896, 1.02790742884709810517, 0.58370915453968561209, 0.72978474655218642843,  0.881633989004318,  0.475939056486605, 398.760256787423202,  0.000000000000000
  226800, 58283.62671702000,   6092.652568384731,   1853.461519531013,  -2290.107830117864,  0.390533997573128424,  5.407127253206661010,  5.432613872438964357,  6768.104005599886517, 0.00077343798786946676, 0.90163433916643716162, 1.02790331723361560209, 0.58370910022132336338, 4.80919816232288518769, -0.345542832194664, -1.943179358308501, 391.892995915607116,  0.000000000000000
  230400, 58283.66838368667,  -3865.332764243489,  -4951.930670950975,  -2530.991376294771,  5.352473408820539486, -1.478484067625903188, -5.289668954107834184,  6768.104316324438472, 0.00077342522978586750, 0.90163430488938386704, 1.02791233916706604642, 0.58370905247314190212, 2.61030720886970566742, -0.386263062848274,  1.549362342125261, 397.493588991779120,  0.000000000000000
  234000, 58283.71005035334,  -1537.813717506473,   3967.242922631971,   5257.218441321241, -6.701891208642174879, -3.662264887067101475,  0.806281370618319907,  6768.104353931937691, 0.00077346516722538617, 0.90163427025174417665, 1.02790996874013622862, 0.58370898210754978573, 0.40893476240503516783,  0.892803930495104, -0.820725142581420, 398.094155431315585,  0.000000000000000
  237600, 58283.75171702000,   5674.056051887013,    257.096647556708,  -3682.646081429386,  2.546319075958701230,  5.793838021355122006,  4.338378663939690660,  6768.104029825865525, 0.00077344858160720731, 0.90163425268802447802, 1.02789993734902608904, 0.58370891688191149611, 4.48880117599282287477, -0.576348928275722, -2.980643682318475, 397.439222329438735,  0.000000000000000
  241200, 58283.79338368667,  -5155.832279463828,  -4289.625054257603,   -932.963245334740,  3.702412003393102774, -3.168829563714311370, -5.923230322425956636,  6768.104185001230968, 0.00077344467214830398, 0.90163422609135977992, 1.02790208821460417538, 0.58370886976272873638, 2.29026596039050664216, -0.140425151056371,  0.547337770066006, 393.830172690791414,  0.000000000000000
  244800, 58283.83505035334,    402.248048472498,   4782.149832486148,   4765.072555321940, -6.910428744203719336, -2.055424566197540700,  2.646881937997756182,  6768.104422372676369, 0.00077347748972806409, 0.90163418845844562710, 1.02789234554054578893, 0.58370880509988131948, 0.08804216913630741112,  0.785119634621120, -2.062249497485505, 395.396290293263405,  0.000000000000000
  248400, 58283.87671702000,   4678.118265002700,  -1365.447669579680,  -4700.492077635044,  4.441585029148834942,  5.590958140636235944,  2.803640661754569329,  6768.104137283688129, 0.00077344921898550401, 0.90163416732899157795, 1.02788020020420047549, 0.58370873096088094026, 4.16857400117049346072, -0.768797699668362,  2.186241746651794, 402.967387847042801,  0.000000000000000
  252000, 58283.91838368667,  -5922.242046153000,  -3191.295520995283,    759.882867288819,  1.674996080281412125, -4.537894304298660525, -5.954872982509456449,  6768.104071617854536, 0.00077345105821379742, 0.90163414840145471324, 1.02788063655755256042, 0.58370867857165359161, 1.97011762271857287523,  0.111635994327608, -0.440162830732972, 392.262200474611461,  0.000000000000000
